SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.source.table,select * from shipdw.hvtb_lnd_mxp_ship_cruise_mxp_cruise_roll
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.location,/data/apps/nbx/hive/parsing/mxphvtb_parse_mxp_ship_cruise
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.table,shipdw.hvtb_parse_mxp_ship_cruise
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.src.config.id,SrcShrCr
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.voyage.id,SC2002269NCR
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.tgt.env,Prod
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.config.id,TgtShrCr
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.parent.id,SrcMXPCruise-TgtMXPCruise-SC1912065NCM
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.ops.table.format,org.apache.phoenix.spark
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.ops.table.mode,overwrite
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.enablerops_table,SHIP.HBTB_INGESTION_METADATA 
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.target.zkurl,10.101.209.231:2181/hbase-secure:nbx.service@AHOY.VIRGINVOYAGES.COM:/etc/config/nbx-api-key/nbxservice.keytab
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.kafka.zookeeper,10.101.220.213:2181
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.datasource.hive.warehouse.load.staging.dir,/tmp
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.datasource.hive.warehouse.metastoreUri,thrift://p-scl-had-ada1:9083
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.hadoop.hive.llap.daemon.service.hosts,@llap0
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.hadoop.hive.zookeeper.quorum ,"p-scl-had-ada1:2181,p-scl-had-ada2:2181,p-scl-had-adb1:2181,p-scl-had-adb2:2181,p-scl-had-adb3:2181"
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.sql.hive.hiveserver2.jdbc.url,"jdbc:hive2://p-scl-had-ada1:2181,p-scl-had-ada2:2181,p-scl-had-adb1:2181,p-scl-had-adb2:2181,p-scl-had-adb3:2181/;serviceDiscoveryMode=zooKeeper;zooKeeperNamespace=hiveserver2"
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.sql.hive.hiveserver2.jdbc.url.principal,hive/_HOST@AHOY.VIRGINVOYAGES.COM
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.sql.hive.metastore.jars,/usr/hdp/current/spark2-client/standalone-metastore/*
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.sql.hive.metastore.version,3
SrcShrCru,TgtShrCr,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrCr_TgtShrCr,spark.sql.warehouse.dir,/apps/spark/warehouse
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.source.table,select * from shipdw.hvtb_lnd_mxp_ship_guest_mxp_guest
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.guest.persoon.target.table,shipdw.hvtb_parse_mxp_ship_guest_person
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.guest.booking.target.table,shipdw.hvtb_parse_mxp_ship_guest_booking         
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.guest.account.target.table,shipdw.hvtb_parse_mxp_ship_guest_account
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.guest.address.target.table,shipdw.hvtb_parse_mxp_ship_guest_address
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.src.config.id,SrcShrGuest
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.voyage.id,SC2002269NCR
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.tgt.env,Prod
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.config.id,TgtShrGuest
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.parent.id,SrcMXPGuest-TgtMXPGuest-SC1912065NCM
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.offset.mode,overwrite 
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.offset.table,SHIP.HBTB_STREAMING_INGESTION_OFFSET
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.ops.table.format,org.apache.phoenix.spark
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.ops.table.mode,overwrite
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.enablerops_table,SHIP.HBTB_INGESTION_METADATA 
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.target.zkurl,10.101.209.231:2181/hbase-secure:nbx.service@AHOY.VIRGINVOYAGES.COM:/etc/config/nbx-api-key/nbxservice.keytab
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.kafka.zookeeper,10.101.220.213:2181
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.datasource.hive.warehouse.load.staging.dir,/tmp
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.datasource.hive.warehouse.metastoreUri,thrift://p-scl-had-ada1:9083
SrcShrGuest,TgtShrGuest,SC2002269NCR,Prod,/data/apps/nbx/MXP/parse/conf/SrcShrGuest_TgtShrGuest,spark.hadoop.hive.llap.daemon.service.hosts,@llap0
