I always choose higher end hotels,On vacation I pride myself on discovering new places and things my friends have not seen before,I choose more expensive hotels and accommodations to make sure I get the best service and amenities,It is important for me to be in a luxurious setting and to be pampered on vacation,I like to immerse myself in the local culture when on vacation,The difference between luxury and standard hotels just is not big enough to justify the cost,I always pay more for a higher class of room on my vacations,I would rather spend as little as possible on accommodations so I have more money to spend on other parts of my vacation,I think spending more for unique experiences is part of what makes a vacation special,I like to go on vacations that are off the beaten path,Assigned Segment,Have you been on a cruise in the last 10 years.Yes,Have you been on a cruise in the last 10 years.No,Are you a planner  how far in advance do you typically book your vacations.I plan for a long time and book a couple of months in advance,Are you a planner  how far in advance do you typically book your vacations.I do everything at the last minute,Are you a planner  how far in advance do you typically book your vacations.I plan and book a couple months in advance,Are you a planner  how far in advance do you typically book your vacations.I plan in advance but book less than a month before travelling,Are you a planner  how far in advance do you typically book your vacations.I plan and book at least 6 months in advance,Where do you belong  (choose up to 3).7,Where do you belong  (choose up to 3).9,Where do you belong  (choose up to 3).8,Where do you belong  (choose up to 3).1,Where do you belong  (choose up to 3).6,Where do you belong  (choose up to 3).2,Where do you belong  (choose up to 3).5,Where do you belong  (choose up to 3).3,Where do you belong  (choose up to 3).4,What reeled you in  (select all that apply).Tips included,What reeled you in  (select all that apply).Ship itinerary ports,What reeled you in  (select all that apply).Basic beverages included,What reeled you in  (select all that apply).Ship itinerary lengths,What reeled you in  (select all that apply).No kids!,What reeled you in  (select all that apply).Unique entertainment experiences,"What reeled you in  (select all that apply).Green (e.g., no single use plastics)",What reeled you in  (select all that apply).Quality of dining,What reeled you in  (select all that apply).All food included in ticket price,What reeled you in  (select all that apply).Price,What reeled you in  (select all that apply).Residency DJ programme,What reeled you in  (select all that apply).Easy to get to Miami,What reeled you in  (select all that apply).Fitness classes included,What reeled you in  (select all that apply).Extras that come with suites,What reeled you in  (select all that apply).Something else,What reeled you in  (select all that apply).Tom Dixon designed luxury suites,What reeled you in  (select all that apply).Free Wi-Fi,What reeled you in  (select all that apply).Ship design,What reeled you in  (select all that apply).The Virgin brand,What were your top 3 reasons for booking with virgin voyages.Fitness classes included,What were your top 3 reasons for booking with virgin voyages.The Virgin brand,What were your top 3 reasons for booking with virgin voyages.Something else,What were your top 3 reasons for booking with virgin voyages.Ship design,What were your top 3 reasons for booking with virgin voyages.Price,"What were your top 3 reasons for booking with virgin voyages.Green (e.g., no single use plastics)",What were your top 3 reasons for booking with virgin voyages.Tom Dixon designed luxury suites,What were your top 3 reasons for booking with virgin voyages.Unique entertainment experiences,What were your top 3 reasons for booking with virgin voyages.No kids!,What were your top 3 reasons for booking with virgin voyages.Tips included,What were your top 3 reasons for booking with virgin voyages.All food included in ticket price,What were your top 3 reasons for booking with virgin voyages.Easy to get to Miami,What were your top 3 reasons for booking with virgin voyages.Extras that come with suites,What were your top 3 reasons for booking with virgin voyages.Ship itinerary lengths,What were your top 3 reasons for booking with virgin voyages.Ship itinerary ports,What were your top 3 reasons for booking with virgin voyages.Residency DJ programme,What were your top 3 reasons for booking with virgin voyages.Quality of dining,What were your top 3 reasons for booking with virgin voyages.Basic beverages included,What were your top 3 reasons for booking with virgin voyages.Free Wi-Fi,May we ask what kind of vacation you decided to go on instead.Something else,May we ask what kind of vacation you decided to go on instead.An all-inclusive resort,May we ask what kind of vacation you decided to go on instead.A different cruise,Are you planning to book a virgin voyage.Probably Not,Are you planning to book a virgin voyage.Maybe,Are you planning to book a virgin voyage.Yes,When (are you planning to book a virgin voyage).Within the next month,When (are you planning to book a virgin voyage).In the next 2-3 months,When (are you planning to book a virgin voyage).In 2020 or later,When (are you planning to book a virgin voyage).By the end of the year,What is holding you back (from booking a virgin voyage).I don't have the time for a vacation,What is holding you back (from booking a virgin voyage).I prefer a different vacation,What is holding you back (from booking a virgin voyage).Cost of airfare,What is holding you back (from booking a virgin voyage).Cost of voyage,What is holding you back (from booking a virgin voyage).I want to see reviews first,What is holding you back (from booking a virgin voyage).I'd prefer more itinerary choices from Virgin,"What is holding you back (from booking a virgin voyage).Logistics (e.g., work, child care)",What is holding you back (from booking a virgin voyage).Something else,What is holding you back (from booking a virgin voyage).Commitment from travel companions,Assigned Segment.Cheap + Curious,Assigned Segment.Craver,Assigned Segment.Comfy,Assigned Segment.Curious,Assigned Segment.Caviar,Assigned Segment.Cheap + Comfy
5,5,5,5,5,2,4,1,5,4,Caviar,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,5,5,5,5,2,3,1,5,3,Caviar,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,5,5,5,5,1,5,1,5,5,Caviar,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,4,4,5,3,3,3,4,3,3,Comfy,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,5,5,3,4,2,4,2,4,4,Caviar,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,4,3,4,4,2,3,4,4,4,Craver,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,3,3,4,4,4,4,3,4,4,Comfy,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,5,5,5,3,2,4,2,5,3,Caviar,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,5,5,5,5,2,5,5,5,5,Craver,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,4,1,2,4,5,1,4,5,3,Cheap + Curious,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
