,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
95,person_basicdemographics_enteringadulthood,0.002899785080928619,0.05404745525600052,0.0,0.0,0.0,0.0,0.0,0.0
7,computer_games_acxiom,0.003047089038799932,0.13385159010579412,0.0,0.0,0.0,0.0,0.0,0.0
20,home_office_acxiom,0.0030749113420613316,0.24311270662162263,0.0,0.0,0.0,0.0,0.0,0.0
81,marketindicespopulationdemographicsage_total_averageage,0.003110335324543452,7.608941938309323,0.005463338880411309,2.1151640237155156e-07,0.007195601298452791,0.0003808742250947389,0.0001376128189765225,0.0
83,marketindicespopulationdemographicsage_total_percentage18to64,0.0031538607787912573,11.969374683312932,-0.0008496152958475562,0.000621010080547958,0.0008496152958475562,0.0014258041559581055,0.0,0.0
28,shooting_acxiom,0.0031620408065389637,0.21601652254242532,0.0,0.0,0.0,0.0,0.0,0.0
9,equestrian_acxiom,0.0031823631445415924,0.08350388485340028,0.0,0.0,0.0,0.0,0.0,0.0
33,person_basicdemographics_lengthofresidence,0.0031957547957155497,2.8302746706756614,-0.00017262597173121216,5.028051950065744e-05,0.00017262597173121216,5.028051950065744e-05,0.0,0.0
26,pragmatists_acxiom,0.003215671758290378,0.16535945694153692,0.0,0.0,0.0,0.0,0.0,0.0
52,spending_categoryspend_novelty,0.003253490964727671,13.045167676799151,-0.0004902616032560844,0.0012668430753116882,0.0004902616032560844,0.0012668462345279468,0.0,0.0008102534240744808
93,marketindicespopulationdemographicsage_household_underage18_percentage9to11,0.0033282111178789295,4.136589458972429,0.0012335724922006694,-0.0022684135835994977,0.0015512647427374693,0.002284201469975988,0.0,0.0
25,outdoor_decorating_acxiom,0.0033515530846597416,0.23071504714750957,0.0,0.0,0.0,0.0,0.0,0.0
44,spending_categoryspend_craftshobbies,0.0033681716496660667,5.762536156477586,0.0,0.0,0.0,0.0,0.0,0.0
47,spending_categoryspend_gifts,0.003461977112861116,28.75091265135647,-3.979985159383809e-06,7.607597005666819e-06,3.979985159383809e-06,7.607597005666819e-06,0.0,0.0
21,lifestyles_acxiom,0.003654279204611837,0.2108697482365108,0.0,0.0,0.0,0.0,0.0,0.0
40,spending_categoryspend_apparel,0.003821798255326585,449.2921968985313,8.84621016279728e-06,-2.8944420476091993e-05,9.07066483428769e-06,3.092345220388011e-05,0.0,0.0
30,water_sports_acxiom,0.0038755448369075006,0.02901277709006363,0.0,0.0,0.0,0.0,0.0,0.0
19,home_living_acxiom,0.003893975199541961,0.17002803111291503,0.0,0.0,0.0,0.0,0.0,0.0
15,green_investors_acxiom,0.003934224585953468,0.227393664595025,0.0,0.0,0.0,0.0,0.0,0.0
1,animal_welfare_acxiom,0.004026458261054939,0.15418652066170335,0.0,0.0,0.0,0.0,0.0,0.0
97,household_basicdemographics_recentcollegegraduate,0.0041411444550489155,0.11471261272847012,0.0,0.0,0.0,0.0,0.0,0.0
23,motorcycling_acxiom,0.004231613799307888,0.11949148097180673,0.0,0.0,0.0,0.0,0.0,0.0
29,veteran_acxiom,0.004234851854669305,0.13776733341911707,0.0,0.0,0.0,0.0,0.0,0.0
27,shinto_acxiom,0.00427481625930569,0.020532509765444625,0.0,0.0,0.0,0.0,0.0,0.0
51,spending_categoryspend_jewelry,0.004342301704653443,56.34424972036709,0.0,0.0,0.0,0.0,0.0,0.0
78,marketindicespopulationdemographicsage_ageblack_percentunderage18,0.004466271670541147,9.836849297803502,0.0036670823242032544,-0.0018109228617901746,0.003960991599530081,0.0018521238487345726,0.0,0.0
10,exercise_acxiom,0.004582995226708396,0.22204968547506734,0.0,0.0,0.0,0.0,0.0,0.0
18,home_garden_acxiom,0.00487915472013741,0.16911306410630847,0.0,0.0,0.0,0.0,0.0,0.0
41,spending_categoryspend_beauty,0.004964014185098945,92.21549315921655,4.1850184782204634e-05,-4.471063020786711e-05,4.1850184782204634e-05,4.471063020786711e-05,0.0,0.0
60,spending_retailactivitydate,0.005071035699431145,5024904.174669753,-0.0010797265271429329,0.020508942419530534,0.0010797265271429329,0.020508942419530534,0.0,0.016339255536196563
3,broader_living_acxiom,0.005393745659233108,0.2155222711057626,0.0,0.0,0.0,0.0,0.0,0.0
77,marketindicespopulationdemographicsage_ageblack_percentage65plus,0.005450277683085731,8.260983485977201,3.80372149388288e-05,-5.6201354567347514e-05,6.090579473626582e-05,0.0001547966006498214,0.0,0.0
89,marketindicespopulationdemographicsage_household_underage18_percentage3to5,0.005544505467691243,4.475898753253821,0.00020527887355838788,5.353139956354829e-05,0.0003594844447381573,0.0005961602384430394,0.0,0.0
80,marketindicespopulationdemographicsage_agehispanic_percentunderage18,0.00558564171904551,9.22059650974028,0.00010153895577519025,-0.0002268942440451799,0.00010153895577519025,0.0002268942440451799,0.0,0.0
61,spending_retailrecentpurchases_retailactivitydate,0.005642421105618974,5024904.174669753,-0.0008105075494960639,0.1600542970871806,0.0008105075494960639,0.1600542970871806,0.0,0.13146894906394543
46,spending_categoryspend_furniture,0.005744926523761489,936.1111013039016,8.022491126826536e-05,-0.001459881846292708,8.660772739931997e-05,0.001992748175556243,0.0,0.0016784749821685332
34,household_basicdemographics_estimatedincomemin,0.005772470561765121,19885.889602368177,-0.00011085705310991933,4.3969623850357344e-05,0.00011085705310991933,4.3969623850357344e-05,0.0,0.0
98,household_basicdemographics_senioradultinhousehold,0.00581222049240919,0.20285572771189447,0.0,0.0,0.0,0.0,0.0,0.0
57,spending_firstonlinepurchasedate,0.006044872620460296,4507566.440917574,-7.511885246596026e-05,-0.0004401549060976161,0.00012137158572556096,0.0007089429611274705,0.0,0.0
13,golf_acxiom,0.0061359003134980345,0.22376497342278232,0.0,0.0,0.0,0.0,0.0,0.0
91,marketindicespopulationdemographicsage_household_underage18_percentage6to11,0.006276181677095675,7.238307734769318,-0.00015327860089288573,0.00042604271614825177,0.0001958789299169334,0.00044410494072583183,0.0,0.0
4,career_improvement_acxiom,0.006280214012792311,0.23342003219882818,0.0,0.0,0.0,0.0,0.0,0.0
90,marketindicespopulationdemographicsage_household_underage18_percentage5,0.00631286962624656,2.0482030152484283,3.031404670561117e-05,-1.4108456298205359e-05,4.190012773131576e-05,5.489700819952309e-05,0.0,0.0
5,collectibles_acxiom,0.006329749688334069,0.0881256653767834,0.0,0.0,0.0,0.0,0.0,0.0
11,first_coasters_acxiom,0.0063777833854722086,0.0881256653767834,0.0,0.0,0.0,0.0,0.0,0.0
31,weightloss_acxiom,0.0064386062039340376,0.23530108309953846,0.0,0.0,0.0,0.0,0.0,0.0
58,spending_lastonlinepurchasedate,0.006486819466819762,4511012.561741731,2.0516488033292264e-05,-0.00020378710264726274,0.00017816404824221957,0.0002361240316843313,0.0,0.0
48,spending_categoryspend_holidayitems,0.00663904239418268,47.39935213112827,2.169405025516169e-05,2.9649335640270514e-05,2.738655879252766e-05,4.138102896141935e-05,0.0,0.0
84,marketindicespopulationdemographicsage_total_percentage65plus,0.006687349138081385,5.343218547765697,0.00021179510784482698,-0.00027451344412110116,0.0004828962277090742,0.0003746477744429922,0.0,0.0
63,spending_totalonlineorder_dollars100to250,0.006714417715835189,1.1163352174434562,-1.5617936580580828e-05,6.341016336877066e-05,1.5617936580580828e-05,6.341016336877066e-05,0.0,0.0
68,marketindicespopulationdemographicsage_age18plus_medianage,0.006721216382271381,8.980258256261898,0.0002647645534491464,5.737355291162323e-05,0.0003498682928687089,0.0003039576720209688,0.0,0.0
6,common_living_acxiom,0.006761736067941895,0.14977451017723697,0.0,0.0,0.0,0.0,0.0,0.0
53,spending_categoryspend_other,0.006903351250052126,271.61224561415304,-8.99490509825576e-05,0.00032775751548071294,0.0001207068770690612,0.0004390181977502926,0.0,0.0
73,marketindicespopulationdemographicsage_age18plus_percentage65to74,0.007004061643235976,3.7306522434330036,-4.3031846488089234e-05,0.00010171163312004683,0.00015369263533822222,0.00023819929855781438,0.0,0.0
82,marketindicespopulationdemographicsage_total_medianage,0.0070286826836851975,8.178693538790258,-0.00032533876200856296,4.9034163760118454e-05,0.00032533876200856296,4.9034163760118454e-05,0.0,0.0
45,spending_categoryspend_foodandbeverage,0.007316151893136675,325.9393645448578,6.93102114588591e-05,-0.0008760966351168844,9.537766698988167e-05,0.002230861018087912,0.0,0.0018512759986319682
2,bestsellers_acxiom,0.007337525170427166,0.16631223536752715,0.0,0.0,0.0,0.0,0.0,0.0
55,spending_categoryspend_sportsandleisure,0.0076288677673118106,190.8839189263302,-5.57382001253308e-05,0.0001721559825332103,5.57382001253308e-05,0.0001721559825332103,0.0,0.0
96,household_basicdemographics_probableteendriver_withinoneyearofdrivingage,0.007858273996833446,0.09248600051012004,0.0,0.0,0.0,0.0,0.0,0.0
37,household_basicdemographics_numberofpeople,0.007893753313864056,0.8443508938951558,-0.0002355447236391595,0.0003433715764146016,0.0003007822011367927,0.00037081588734388303,0.0,0.0
88,marketindicespopulationdemographicsage_white_percentunderage18,0.00808171962896576,4.842721208400482,-6.42370722757107e-05,8.346197815580155e-05,6.42370722757107e-05,8.346197815580155e-05,0.0,0.0
54,spending_categoryspend_specialtyfood,0.008081829375825333,27.754936336656634,-4.3805412382200055e-06,8.9075726292137e-05,5.923393955820412e-05,0.00010523811021808758,0.0,0.0
24,organic_acxiom,0.008118128496248734,0.10613701400273655,0.0,0.0,0.0,0.0,0.0,0.0
65,spending_weekssincefirstonlineorder,0.008338433676630588,65.1619652390387,4.736667217797949e-05,-0.00012161440640061916,4.736667217797949e-05,0.00012161440640061916,0.0,0.0
16,highbrow_acxiom,0.008344907873582922,0.1415294599030636,0.0,0.0,0.0,0.0,0.0,0.0
